mob_id,mob_name,death_msg_id,sentence
965,wyvern,3184,"The wyvern lets out a high pitched roar, and crashes to the floor."
966,bugbear berserker,3183,With a loud roar the bugbear falls to the ground!
967,dark goblin archer,8346,The dark goblin archer collapses with a spiteful hiss.
968,dark goblin,8358,The dark goblin spits up blood and dies!
970,dark-elf assassin,1176,"The dark-elf staggers for a moment, then collapses."
971,dark-elf mage,3236,The dark-elf mage utters a curse at you before crumpling to the ground!
972,dark-elf faithkeeper,1299,"The dark-elf shouts for aid, and dies!"
973,baby black dragon,526,"The baby dragon squeals piercingly, and collapses!"
974,young black dragon,527,"The young dragon roars in fury, and collapses with a crash!"
975,adolescent black dragon,2707,The adolescent dragon snaps at you with its fangs before dying.
976,black dragon hatchling,516,"The dragon hatchling hisses loudly, and falls dead!"
977,baby white dragon,526,"The baby dragon squeals piercingly, and collapses!"
978,young white dragon,527,"The young dragon roars in fury, and collapses with a crash!"
979,adolescent white dragon,2707,The adolescent dragon snaps at you with its fangs before dying.
980,white dragon hatchling,516,"The dragon hatchling hisses loudly, and falls dead!"
981,drunken brawler,857,"The drunken brawler vomits all over himself, and collapses."
982,unicorn,975,"The unicorn whinnies loudly, and collapses!"
983,faerie,971,"The faerie utters a shrill cry, and disappears in a cloud of faerie dust!"
984,baby blue dragon,526,"The baby dragon squeals piercingly, and collapses!"
985,young blue dragon,527,"The young dragon roars in fury, and collapses with a crash!"
986,adolescent blue dragon,2707,The adolescent dragon snaps at you with its fangs before dying.
987,blue dragon hatchling,516,"The dragon hatchling hisses loudly, and falls dead!"
988,Ebon Blade manhunter,1176,"The dark-elf staggers for a moment, then collapses."
989,Ebon Blade assassin,1298,"The dark-elf takes one last swing at you, and dies with a growl."
990,baby green dragon,526,"The baby dragon squeals piercingly, and collapses!"
991,young green dragon,527,"The young dragon roars in fury, and collapses with a crash!"
992,adolescent green dragon,2707,The adolescent dragon snaps at you with its fangs before dying.
993,green dragon hatchling,516,"The dragon hatchling hisses loudly, and falls dead!"
994,white guardsman,3253,"You hear an evil cackle, and the illusion vanishes!"
995,black knight,3253,"You hear an evil cackle, and the illusion vanishes!"
996,white bishop,3253,"You hear an evil cackle, and the illusion vanishes!"
997,black marble golem,3253,"You hear an evil cackle, and the illusion vanishes!"
998,white queen,3253,"You hear an evil cackle, and the illusion vanishes!"
999,black king,3253,"You hear an evil cackle, and the illusion vanishes!"
1000,hooded man,3253,"You hear an evil cackle, and the illusion vanishes!"
1002,ancient tapestry,3201,The tapestry lets out an agonizing wail and caves in on itself!
1003,shredded tapestry,3201,The tapestry lets out an agonizing wail and caves in on itself!
1004,Nahr,3253,"You hear an evil cackle, and the illusion vanishes!"
1005,Nahr,3316,"The monster shrieks in rage, and suddenly vanishes!"
1006,Nahr,3316,"The monster shrieks in rage, and suddenly vanishes!"
1007,bone warrior,2407,The bone warrior falls to the ground in a dismantled heap!
1009,Nahr,3316,"The monster shrieks in rage, and suddenly vanishes!"
1010,Nahr,3316,"The monster shrieks in rage, and suddenly vanishes!"
1011,Nahr,3356,"Abruptly the beast howls in anger, and begins to transform!"
1012,Angelic Hunter,3253,"You hear an evil cackle, and the illusion vanishes!"
1013,Majestic Dragon,3253,"You hear an evil cackle, and the illusion vanishes!"
1014,Golden Phoenix,3253,"You hear an evil cackle, and the illusion vanishes!"
1015,Demon Lord,3253,"You hear an evil cackle, and the illusion vanishes!"
1016,Great Hydra,2062,The hydra falls dead with a thundrous crash!
1019,inquisitor,3253,"You hear an evil cackle, and the illusion vanishes!"
1020,inquisitor,3253,"You hear an evil cackle, and the illusion vanishes!"
1021,inquisitor,3253,"You hear an evil cackle, and the illusion vanishes!"
1022,inquisitor,3253,"You hear an evil cackle, and the illusion vanishes!"
1023,Aderem,27,The giant rat falls to the ground with a tortured squeak.
1024,inquisitor,3253,"You hear an evil cackle, and the illusion vanishes!"
1025,enormous blue dragon,3324,The mighty blue dragon roars in anguish before flying away in defeat!
1026,prisoner,466,"The prisoner moans softly, and dies."
1027,beautiful woman,3280,"The woman suddenly shrieks, and an aura of power surrounds her!"
1028,handsome man,3282,A look of shock and amazement appears on the man's face!
1029,massive hydra head,2068,"The head slumps down, bleeding and ruined."
1030,Azrandimon,3298,In a howl of rage and agony the fiery man vanishes!
1031,darken beast,2848,The shadow beast shatters into a thousand pieces before vanishing!
1032,Lorzina,3281,"Lorzina howls in anguish, and wilts like a dead flower."
1033,demon imp,3253,"You hear an evil cackle, and the illusion vanishes!"
1034,ancient sand dragon,3253,"You hear an evil cackle, and the illusion vanishes!"
1035,fallen angel,3253,"You hear an evil cackle, and the illusion vanishes!"
1036,aged earth dragon,3253,"You hear an evil cackle, and the illusion vanishes!"
1037,Dao Lord,3253,"You hear an evil cackle, and the illusion vanishes!"
1038,great green dragon,3253,"You hear an evil cackle, and the illusion vanishes!"
1039,giant roc,3253,"You hear an evil cackle, and the illusion vanishes!"
1040,Darken Beast Lord,3253,"You hear an evil cackle, and the illusion vanishes!"
1041,Lord of the Hunt,3253,"You hear an evil cackle, and the illusion vanishes!"
1044,silver warrior,3253,"You hear an evil cackle, and the illusion vanishes!"
1045,marble archer,3253,"You hear an evil cackle, and the illusion vanishes!"
1046,golden mist,3253,"You hear an evil cackle, and the illusion vanishes!"
1048,spiked juggernaut,3283,"The golem collapses, leaving behind chunks of metal."
1049,Devil Fiend,3253,"You hear an evil cackle, and the illusion vanishes!"
1050,Demoness,3253,"You hear an evil cackle, and the illusion vanishes!"
1051,fanged demon,3253,"You hear an evil cackle, and the illusion vanishes!"
1052,demon imp,3253,"You hear an evil cackle, and the illusion vanishes!"
1053,Horner the Hide,3253,"You hear an evil cackle, and the illusion vanishes!"
1054,cloaked figure,3187,"The cloaked figure steps back, standing in a stance for battle."
1055,cloaked figure,3187,"The cloaked figure steps back, standing in a stance for battle."
1056,cloaked figure,3187,"The cloaked figure steps back, standing in a stance for battle."
1057,cloaked figure,3187,"The cloaked figure steps back, standing in a stance for battle."
1058,great green dragon,3241,"The green dragon screams in agony, and takes flight to escape!"
1059,cloaked figure,3253,"You hear an evil cackle, and the illusion vanishes!"
1060,cloaked figure,3253,"You hear an evil cackle, and the illusion vanishes!"
1061,cloaked figure,3253,"You hear an evil cackle, and the illusion vanishes!"
1062,cloaked figure,3253,"You hear an evil cackle, and the illusion vanishes!"
1064,marble knight,2819,The mighty creation falls into a pile of rubble at your feet.
1065,white guardsman,3253,"You hear an evil cackle, and the illusion vanishes!"
1066,white knight,3253,"You hear an evil cackle, and the illusion vanishes!"
1067,white bishop,3253,"You hear an evil cackle, and the illusion vanishes!"
1068,white marble golem,3253,"You hear an evil cackle, and the illusion vanishes!"
1069,white queen,3253,"You hear an evil cackle, and the illusion vanishes!"
1070,white king,3253,"You hear an evil cackle, and the illusion vanishes!"
1071,black guardsman,3253,"You hear an evil cackle, and the illusion vanishes!"
1072,black knight,3253,"You hear an evil cackle, and the illusion vanishes!"
1073,black bishop,3253,"You hear an evil cackle, and the illusion vanishes!"
1074,black marble golem,3253,"You hear an evil cackle, and the illusion vanishes!"
1075,black queen,3253,"You hear an evil cackle, and the illusion vanishes!"
1076,black king,3253,"You hear an evil cackle, and the illusion vanishes!"
1077,disenchanter,3098,With his dying breath the witchunter swings at you in vain.
1078,eradicator,8241,"The guardsman utters a sharp cry, and collapses."
1079,demonhunter,3098,With his dying breath the witchunter swings at you in vain.
1080,red sphere,3353,"The sphere suddenly falls apart, and turns into dust that is swept away."
1081,blue sphere,3353,"The sphere suddenly falls apart, and turns into dust that is swept away."
1082,green sphere,3353,"The sphere suddenly falls apart, and turns into dust that is swept away."
1083,yellow sphere,3353,"The sphere suddenly falls apart, and turns into dust that is swept away."
1084,Nahr,170,"Nahr lets out a shriek of immense pain and suffering, and then vanishes!"
1085,black guardsman,3253,"You hear an evil cackle, and the illusion vanishes!"
1086,cloaked figure,3253,"You hear an evil cackle, and the illusion vanishes!"
1087,disenchanter,3098,With his dying breath the witchunter swings at you in vain.
1088,demon imp,3253,"You hear an evil cackle, and the illusion vanishes!"
1089,constrictor,378,"The serpent hisses, and dies."
1090,dae asp,2291,The dae asp drops limply to the ground lifeless.
1091,jeweled viper,2311,The jeweled viper shatters into millions of pieces.
1092,silver cobra,2313,The silver cobra expires with a hiss.
1093,orc warlord,1903,"The orc warlord roars in fury, spits up black blood, and falls dead!"
1094,orc captain,1904,"The orc captain cries out for his troops, and collapses!"
1095,ogre gladiator,1005,"The ogre roars in pain, and topples to the ground!"
1096,orc lieutenant,8270,"The orc lieutenant utters a low growl, and dies."
1097,orc warrior,1905,"The orc warrior slips in his own blood, and falls dead."
1098,orc fanatic,2571,The orc fanatic dies gurgling on its own froth.
1099,guard captain,405,"The guard captain growls at you menacingly, and collapses!"
1100,elite guard,403,"The elite guard clutches at you, spits up blood, and dies!"
1101,dark cleric,8316,The dark cleric collapses in a heap.
1102,dark mage,401,"The dark mage tries to cast one last spell, but dies!"
1103,dark assassin,397,The dark assassin spits up blood and dies!
1104,dark warrior,390,The dark warrior dies with a moan!
1105,adolescent red dragon,2707,The adolescent dragon snaps at you with its fangs before dying.
1106,young red dragon,527,"The young dragon roars in fury, and collapses with a crash!"
1107,baby red dragon,526,"The baby dragon squeals piercingly, and collapses!"
1108,adolescent green dragon,2707,The adolescent dragon snaps at you with its fangs before dying.
1109,young green dragon,527,"The young dragon roars in fury, and collapses with a crash!"
1110,baby green dragon,526,"The baby dragon squeals piercingly, and collapses!"
1111,duergar captain,1638,"The duergar spits up blood, and falls dead!"
1112,duergar warrior,1638,"The duergar spits up blood, and falls dead!"
1113,giant rat 100,27,The giant rat falls to the ground with a tortured squeak.
1114,giant rat 150,27,The giant rat falls to the ground with a tortured squeak.
1115,giant rat 200,27,The giant rat falls to the ground with a tortured squeak.
1117,saracen raider,2017,"The saracen howls in pain, and falls dead!"
1118,saracen leader,2017,"The saracen howls in pain, and falls dead!"
1119,Scot,27,The giant rat falls to the ground with a tortured squeak.
1120,harpy queen,695,"The harpy lets out a bloodcurdling screech, and plummets to the ground!"
1121,mercenary captain,8272,The mercenary dies with an agonized moan.
1122,brigand chief,710,"The brigand gasps loudly, clutches its chest, and dies!"
1123,lesser devourer,8616,"The devourer falters, then collapses in a heap."
1124,crypt chanter,8422,"The spirit gasps loudly, sighs, and disappears."
1125,Gurdal,8624,Gurdal groans loudly and collapses.
1126,really giant rat,27,The giant rat falls to the ground with a tortured squeak.
1127,Trina,8635,Trina shrieks at you with her dying breath!
1128,skeletal warrior,8419,"The skeletal warrior falters, then collapses in a heap."
1129,Harkul,8624,Gurdal groans loudly and collapses.
1200,decayed guard,8705,Shield and sword clatter to the ground as the guard falls.
1201,dried husk,8704,The dried husk crumbles into dust as its bones clatter to the ground!
1202,sand wraith,8709,Sand falls to the ground as the wraith dissipates!
1203,skeletal acolyte,8712,The acolyte crumbles into dust.
1204,animated sphinx,8713,The stone construct twitches before crumbling.
1205,hooded cobra,8716,The cobra spasms and goes still.
1206,huge sandstone sphinx,8721,"Its humanoid visage twisted in horror, the huge stone construct shatters!"
1207,mammoth stone scorpion,8727,The stone monstrosity shudders and explodes into a shower of stone shards!
1209,fallen champion,8742,The ghost sighs with relief and dissipates.
1210,dark-elf sentry,8746,The sentry insults you with his dying breath.
1211,animated juggernaut,8747,"Its magic defeated, the animated armor and weapon clatter to the floor!"
1212,blood skeleton,2897,The skeleton grins at you wickedly before crumbling into dust.
1213,vampire bat,907,"The vampire bat utters a heart-wrenching shriek, and falls dead!"
1214,rabid dire wolf,8364,"The dire wolf utters a low growl, and dies."
1215,stitched zombie,8755,The abomination falls apart as a bone snake emerges from the corpse!
1216,scythe skeleton,2776,"The macabre skeleton collapses to the ground, a pile of yellow dust."
1217,floating claymore,2851,"The animated blade loses its magic, and drops to the ground."
1218,animated defender,8760,The armor and sword clatter to the ground.
1219,boneless zombie,2741,The boneless zombie falls into a wretched pile of gore.
1220,stitched zombie,2856,The zombie splits into a seperate torso and waist!
1221,dark cupid,2849,The darkling lets out a sorrowful croak!
1222,giant locust,2854,The insect chirps one last time before dying.
1223,darken beast,2848,The shadow beast shatters into a thousand pieces before vanishing!
1224,canimera,2850,The nightmare beast lets out a horrid howl and dies in a bloody heap.
1225,Harbinger of the Void,8764,"The dark titan collapses to the ground, releasing a final decree of doom."
2099,Mayor Delanon,2666,The mayor dies with a shocked look on his face.
