spell_id,spell_name,start,stop,desc_msg_id,cast_start_self,cast_start_target,cast_start_room,start_msg_id
5108,horrid wound,You are losing blood quickly!,You staunch the flow of blood.,8726,,,,
5109,stone temple poison,You feel ill.,The effects of the poison wear off!,8730,,,,
5110,paralyzed,You are paralyzed!,The paralysis wears off!,731,,,,
5111,stone regeneration,You are regenerating quickly!,You stop regenerating.,823,You lower your head and begin to chant in arcane tones.,%s begins to chant in arcane tones.,The %s begins to quiver as it casts a spell!,8732
5112,clay flask,You are in a dream state!,The long lucid dream ends.,8738,,,,
5114,nightfall,An unnatural darkness surrounds you!,The unnatural darkness dissipates.,1322,,,,
5118,sunder armor,Your defenses are vulnerable!,Your defenses return to normal.,8751,,,,
5120,disease,You are diseased!,The disease dies down.,692,,,,
5123,searing flames,,,,You make a sharp gesture towards %s!,%s raises a fiery hand!,%s raises a fiery hand!,8756
5126,diffusive blast,You are flat on your back!,You get back on your feet.,648,,,,
5128,pain,,,,,The %s raises his palm towards you!,The %s raises him palm towards %s !,8768
5129,cataclysm,,,,,%s gestures toward the heavens as the clouds part!,,8770
